,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
516,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
517,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2025 - Select to view climate statement documents,Investment schemes,QUINNS HILL ROAD PARTNERSHIP (SCH10523),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|QUINNS HILL ROAD PARTNERSHIP (SCH10523),2025-06-30,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
518,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2024 - Select to view climate statement documents,Investment schemes,QUINNS HILL ROAD PARTNERSHIP (SCH10523),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|QUINNS HILL ROAD PARTNERSHIP (SCH10523),2024-06-30,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
519,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
520,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
521,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
522,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2024 - Not required to lodge,Investment schemes,SHERBROOKE RD PARTNERSHIP (SCH11507),,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SHERBROOKE RD PARTNERSHIP (SCH11507),2024-06-30,,Not required to lodge,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
523,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2025 - Not required to lodge,Investment schemes,SHERBROOKE RD PARTNERSHIP (SCH11507),,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SHERBROOKE RD PARTNERSHIP (SCH11507),2025-06-30,,Not required to lodge,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
524,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
525,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
526,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
527,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,TAKANINI NOMINEES JOINT VENTURE (SCH11465),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|TAKANINI NOMINEES JOINT VENTURE (SCH11465),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
